left_arm_joint1,left_arm_joint2,left_arm_joint3,left_arm_joint4,left_arm_joint5,left_arm_joint6,left_arm_joint7
-2.945558,2.700009,-2.349848,-0.651589,-0.686837,-0.091766,-0.830901
-2.945496,2.700023,-2.349723,-0.651679,-0.686784,-0.091561,-0.830947
-2.945484,2.700026,-2.349557,-0.651773,-0.686684,-0.091326,-0.831013
-2.945558,2.699988,-2.349431,-0.6518,-0.686571,-0.091211,-0.831094
-2.945795,2.699893,-2.349202,-0.651789,-0.686318,-0.091088,-0.831254
-2.945862,2.699881,-2.349131,-0.651806,-0.686246,-0.091036,-0.83127
-2.945966,2.700061,-2.349162,-0.652125,-0.686304,-0.090575,-0.831023
-2.945968,2.700211,-2.34923,-0.652345,-0.686402,-0.090299,-0.830809
-2.945921,2.700581,-2.349458,-0.652864,-0.6867,-0.089688,-0.830267
-2.945887,2.700663,-2.349544,-0.652969,-0.686799,-0.089588,-0.830137
-2.945755,2.700586,-2.349835,-0.652927,-0.687061,-0.089839,-0.830136
-2.945647,2.70048,-2.350004,-0.652786,-0.687197,-0.090154,-0.830218
-2.945495,2.700502,-2.350053,-0.652567,-0.687231,-0.090489,-0.830214
-2.945403,2.700743,-2.349874,-0.652403,-0.687068,-0.090561,-0.830057
-2.945245,2.701375,-2.349319,-0.652071,-0.686577,-0.090566,-0.829647
-2.945144,2.701614,-2.349091,-0.65191,-0.686386,-0.090624,-0.829469
-2.944656,2.701957,-2.348671,-0.651423,-0.686112,-0.091194,-0.829089
-2.944372,2.702004,-2.348536,-0.651173,-0.686055,-0.091597,-0.828959
-2.943625,2.702185,-2.348212,-0.650614,-0.685949,-0.092522,-0.828553
-2.943371,2.702375,-2.348072,-0.650488,-0.685895,-0.092688,-0.828315
-2.942893,2.703328,-2.347657,-0.65047,-0.685695,-0.092382,-0.827381
-2.942638,2.704029,-2.347401,-0.650583,-0.685574,-0.091975,-0.826737
-2.94229,2.704721,-2.347144,-0.650692,-0.685486,-0.091616,-0.826073
-2.942024,2.704874,-2.34707,-0.650634,-0.685514,-0.09168,-0.825882
-2.941517,2.704792,-2.347064,-0.650508,-0.685662,-0.092063,-0.825863
-2.941395,2.704778,-2.347081,-0.650476,-0.685735,-0.092109,-0.82577
-2.940952,2.705306,-2.34688,-0.650968,-0.685844,-0.091592,-0.824914
-2.940798,2.705684,-2.346776,-0.651333,-0.685902,-0.09113,-0.824317
-2.94051,2.706633,-2.34644,-0.652239,-0.685951,-0.089899,-0.822886
-2.940464,2.706884,-2.346273,-0.652453,-0.685886,-0.089544,-0.822557
-2.940606,2.707076,-2.345779,-0.652503,-0.68546,-0.089084,-0.822555
-2.940776,2.707065,-2.345426,-0.652384,-0.685092,-0.088934,-0.822817
-2.940964,2.707115,-2.344884,-0.652239,-0.684566,-0.08872,-0.823046
-2.941052,2.707239,-2.344381,-0.652149,-0.684126,-0.088553,-0.823036
-2.941166,2.707506,-2.343422,-0.651976,-0.68331,-0.088297,-0.822902
-2.941253,2.707593,-2.343092,-0.651882,-0.683033,-0.088124,-0.822801
-2.941171,2.708151,-2.342391,-0.65223,-0.682559,-0.087332,-0.822394
-2.941144,2.708411,-2.342178,-0.65245,-0.682447,-0.086867,-0.822166
-2.940976,2.709107,-2.341763,-0.653058,-0.682299,-0.085682,-0.82153
-2.94085,2.709369,-2.34164,-0.65325,-0.682282,-0.085315,-0.821283
-2.940388,2.710019,-2.341473,-0.653578,-0.682361,-0.084678,-0.820656
-2.940018,2.7104,-2.341442,-0.653735,-0.682484,-0.084409,-0.82028
-2.939437,2.710816,-2.341423,-0.65392,-0.682697,-0.084159,-0.819832
-2.938883,2.71101,-2.341405,-0.654034,-0.682902,-0.084093,-0.819563
-2.937804,2.711197,-2.341411,-0.654181,-0.683328,-0.084162,-0.819191
-2.93744,2.711265,-2.341443,-0.654212,-0.683498,-0.084179,-0.819043
-2.936815,2.711603,-2.341596,-0.654417,-0.683866,-0.084,-0.818642
-2.936664,2.711774,-2.341698,-0.654527,-0.684011,-0.083861,-0.81847
-2.936438,2.712233,-2.341955,-0.654747,-0.684306,-0.083517,-0.818069
-2.936385,2.71242,-2.342034,-0.654787,-0.684371,-0.083412,-0.817937
-2.936335,2.712894,-2.342148,-0.65469,-0.684407,-0.083349,-0.817627
-2.936384,2.713183,-2.342186,-0.654564,-0.684356,-0.083357,-0.817489
-2.9366,2.71353,-2.34222,-0.654372,-0.68421,-0.083304,-0.817457
-2.936908,2.713731,-2.342243,-0.654223,-0.684037,-0.083155,-0.817644
-2.937639,2.714006,-2.342258,-0.653934,-0.683634,-0.082813,-0.818199
-2.937975,2.714122,-2.342249,-0.653788,-0.683444,-0.082712,-0.818372
-2.938839,2.714536,-2.342157,-0.653393,-0.682922,-0.082689,-0.818369
-2.939202,2.714733,-2.342092,-0.653228,-0.682684,-0.08276,-0.818241
-2.940168,2.715297,-2.341925,-0.652784,-0.682051,-0.082985,-0.817806
-2.940577,2.715508,-2.341882,-0.652587,-0.681802,-0.083062,-0.817708
-2.941699,2.715974,-2.341842,-0.651946,-0.681154,-0.08331,-0.817713
-2.942398,2.716263,-2.341844,-0.651559,-0.680765,-0.083439,-0.817775
-2.943288,2.716708,-2.34186,-0.651177,-0.680304,-0.083457,-0.817748
-2.943918,2.717065,-2.341886,-0.650982,-0.680031,-0.083332,-0.81759
-2.944862,2.717838,-2.341954,-0.651013,-0.679649,-0.082817,-0.817198
-2.945259,2.718134,-2.341979,-0.65097,-0.679499,-0.082612,-0.816994
-2.94624,2.719017,-2.341994,-0.650964,-0.679076,-0.082005,-0.81646
-2.946642,2.719422,-2.341983,-0.650981,-0.678891,-0.081713,-0.816199
-2.947609,2.720399,-2.34197,-0.651004,-0.678449,-0.081028,-0.815594
-2.947961,2.720718,-2.341992,-0.650976,-0.678299,-0.080836,-0.81543
-2.948731,2.721223,-2.342126,-0.650679,-0.677999,-0.080765,-0.815278
-2.949144,2.721457,-2.342239,-0.650485,-0.677856,-0.080789,-0.815284
-2.949717,2.72186,-2.342396,-0.650372,-0.677686,-0.080556,-0.815248
-2.950185,2.722289,-2.342524,-0.65047,-0.677583,-0.080034,-0.815168
-2.95099,2.72312,-2.342758,-0.650837,-0.677451,-0.078792,-0.814998
-2.951319,2.723448,-2.342831,-0.650966,-0.677388,-0.078298,-0.814883
-2.952101,2.724281,-2.342911,-0.651277,-0.677159,-0.07725,-0.814454
-2.952419,2.724624,-2.342906,-0.651395,-0.677041,-0.076866,-0.814218
-2.953144,2.725451,-2.342857,-0.651676,-0.676746,-0.075987,-0.813579
-2.953375,2.725748,-2.342837,-0.651782,-0.67665,-0.075677,-0.813339
-2.953768,2.726359,-2.342755,-0.651997,-0.676465,-0.075068,-0.812746
-2.953924,2.726692,-2.342702,-0.652126,-0.676381,-0.074756,-0.812404
-2.954146,2.727159,-2.342689,-0.652292,-0.676299,-0.074316,-0.81199
-2.95433,2.727532,-2.342742,-0.652384,-0.676263,-0.073992,-0.811731
-2.954636,2.728175,-2.342909,-0.652514,-0.676246,-0.073451,-0.81136
-2.954789,2.728448,-2.342992,-0.652588,-0.676247,-0.073168,-0.811208
-2.955302,2.729275,-2.343244,-0.653022,-0.676273,-0.072032,-0.810784
-2.955567,2.729661,-2.343371,-0.653277,-0.676294,-0.071415,-0.810599
-2.956224,2.730619,-2.343682,-0.653952,-0.676354,-0.069823,-0.81014
-2.956434,2.730951,-2.343777,-0.654184,-0.676372,-0.069281,-0.809971
-2.956856,2.731607,-2.343906,-0.654619,-0.676365,-0.068201,-0.809593
-2.957041,2.731951,-2.343953,-0.654861,-0.676361,-0.067641,-0.809384
-2.957191,2.732406,-2.344057,-0.65518,-0.676421,-0.066941,-0.809093
-2.957209,2.732789,-2.34419,-0.655446,-0.676545,-0.06641,-0.80882
-2.957096,2.733429,-2.344465,-0.655891,-0.676846,-0.065585,-0.808331
-2.957038,2.733625,-2.344581,-0.656019,-0.67697,-0.065326,-0.808189
-2.956858,2.733843,-2.344863,-0.656191,-0.677257,-0.064995,-0.808167
-2.956758,2.733816,-2.344982,-0.656189,-0.677375,-0.064997,-0.808284
-2.956541,2.73372,-2.345255,-0.656153,-0.677633,-0.065038,-0.808614
-2.956506,2.733753,-2.345336,-0.656173,-0.677702,-0.064967,-0.808672
-2.956568,2.73407,-2.345461,-0.656348,-0.677781,-0.064503,-0.808552
-2.956668,2.734327,-2.345499,-0.656482,-0.677781,-0.064142,-0.808417
-2.956834,2.73463,-2.345526,-0.65661,-0.677739,-0.063698,-0.808321
-2.956977,2.734796,-2.345524,-0.656627,-0.677665,-0.063453,-0.808363
-2.957268,2.735028,-2.345482,-0.65658,-0.677472,-0.063098,-0.808543
-2.957385,2.735094,-2.34545,-0.656563,-0.677386,-0.062961,-0.808642
-2.957747,2.735322,-2.345507,-0.656716,-0.677294,-0.06232,-0.80882
-2.957883,2.735392,-2.345562,-0.656818,-0.677296,-0.062034,-0.808906
-2.95832,2.735609,-2.345616,-0.657119,-0.677209,-0.061168,-0.809107
-2.95857,2.735742,-2.345543,-0.657242,-0.677073,-0.060743,-0.809167
-2.959462,2.73624,-2.345014,-0.657553,-0.676371,-0.059397,-0.80922
-2.960095,2.736596,-2.344584,-0.657756,-0.675828,-0.058475,-0.809232
-2.960912,2.737031,-2.344103,-0.658024,-0.675185,-0.057267,-0.809303
-2.961476,2.737301,-2.343869,-0.658226,-0.674815,-0.056413,-0.809438
-2.962393,2.737708,-2.343587,-0.658565,-0.674288,-0.055004,-0.809749
-2.962739,2.737867,-2.343495,-0.658702,-0.674099,-0.054444,-0.809881
-2.96351,2.73828,-2.343306,-0.659041,-0.673689,-0.053081,-0.810195
-2.963783,2.738445,-2.343264,-0.659172,-0.673561,-0.052558,-0.810325
-2.964434,2.738865,-2.343126,-0.659525,-0.673234,-0.051203,-0.810639
-2.964703,2.739039,-2.343016,-0.659692,-0.673066,-0.050607,-0.810751
-2.965433,2.73943,-2.342543,-0.66009,-0.672483,-0.049033,-0.811075
-2.965868,2.739685,-2.342198,-0.660379,-0.672099,-0.048008,-0.811243
-2.9664,2.740136,-2.341801,-0.660945,-0.671697,-0.046446,-0.811247
-2.96677,2.740598,-2.341606,-0.6616,-0.671547,-0.04501,-0.810969
-2.967324,2.741535,-2.341364,-0.662972,-0.671447,-0.04231,-0.810192
-2.967517,2.741913,-2.341261,-0.663489,-0.671404,-0.041278,-0.809878
-2.967909,2.742782,-2.340889,-0.66442,-0.67115,-0.039157,-0.809298
-2.968035,2.743128,-2.340702,-0.664691,-0.671004,-0.038436,-0.809096
-2.968257,2.74391,-2.340241,-0.665255,-0.670651,-0.036825,-0.808715
-2.968316,2.744143,-2.340093,-0.665452,-0.670551,-0.036235,-0.808629
-2.968274,2.744472,-2.339831,-0.665875,-0.670426,-0.034986,-0.808811
-2.968184,2.744593,-2.339711,-0.666102,-0.670398,-0.034319,-0.809008
-2.96809,2.744892,-2.339539,-0.666522,-0.670373,-0.0333,-0.808999
-2.968049,2.745311,-2.33939,-0.666998,-0.670371,-0.032349,-0.808621
-2.968,2.746199,-2.339134,-0.66796,-0.670398,-0.030587,-0.807606
-2.968025,2.746534,-2.33903,-0.668307,-0.670391,-0.029893,-0.807212
-2.968162,2.747252,-2.33873,-0.669035,-0.670259,-0.028305,-0.806593
-2.968258,2.747503,-2.338596,-0.669275,-0.670165,-0.027705,-0.80644
-2.968545,2.748088,-2.338271,-0.669821,-0.669908,-0.026267,-0.806139
-2.968662,2.748315,-2.338162,-0.670039,-0.669822,-0.025714,-0.80601
-2.968941,2.748868,-2.337978,-0.670595,-0.669691,-0.024381,-0.80561
-2.969118,2.749185,-2.337889,-0.67092,-0.66962,-0.02362,-0.805389
-2.969431,2.749547,-2.337731,-0.671267,-0.669446,-0.022685,-0.805218
-2.969754,2.749744,-2.337565,-0.671416,-0.669219,-0.022085,-0.805251
-2.970401,2.749984,-2.337237,-0.671546,-0.668732,-0.02121,-0.805486
-2.970678,2.750069,-2.337095,-0.671586,-0.668528,-0.020848,-0.805567
-2.971311,2.750388,-2.336698,-0.671897,-0.668049,-0.01973,-0.805569
-2.971563,2.750532,-2.336515,-0.672073,-0.667855,-0.019216,-0.805517
-2.972183,2.750934,-2.336079,-0.672531,-0.667394,-0.017919,-0.805317
-2.972424,2.751116,-2.335944,-0.672689,-0.667233,-0.017445,-0.805223
-2.972991,2.751654,-2.335731,-0.673011,-0.666915,-0.016418,-0.804844
-2.97332,2.752008,-2.335648,-0.673183,-0.666751,-0.015846,-0.804601
-2.973798,2.752437,-2.335542,-0.67339,-0.666511,-0.015043,-0.804426
-2.974194,2.752694,-2.335441,-0.673503,-0.666287,-0.01441,-0.804491
-2.97491,2.753053,-2.335278,-0.673634,-0.665879,-0.013325,-0.804803
-2.975214,2.753204,-2.335237,-0.673717,-0.665734,-0.012843,-0.804929
-2.976021,2.753648,-2.335247,-0.674105,-0.665484,-0.011433,-0.805073
-2.976362,2.753843,-2.335292,-0.674322,-0.665424,-0.010795,-0.805088
-2.977268,2.754363,-2.335454,-0.674916,-0.665302,-0.0091,-0.805104
-2.977655,2.754585,-2.335524,-0.675145,-0.665243,-0.008409,-0.805125
-2.978719,2.755215,-2.335759,-0.675714,-0.665105,-0.006567,-0.805131
-2.979388,2.755616,-2.335912,-0.676061,-0.665012,-0.005434,-0.805159
-2.980287,2.756058,-2.336052,-0.676418,-0.664814,-0.004058,-0.805349
-2.98096,2.756265,-2.33609,-0.676549,-0.664583,-0.003214,-0.805689
-2.982114,2.756457,-2.336074,-0.676576,-0.664097,-0.002009,-0.806464
-2.982572,2.756546,-2.336044,-0.676605,-0.663887,-0.001507,-0.806762
-2.983718,2.756888,-2.335911,-0.676844,-0.663366,-1.5e-05,-0.807262
-2.984181,2.757048,-2.335831,-0.676985,-0.663149,0.000645,-0.807399
-2.985327,2.757519,-2.335597,-0.677363,-0.662596,0.002382,-0.807643
-2.985764,2.757752,-2.3355,-0.677508,-0.662373,0.003095,-0.807722
-2.986798,2.758535,-2.335243,-0.677908,-0.661822,0.005023,-0.807739
-2.987391,2.759059,-2.335078,-0.67814,-0.661486,0.006206,-0.807725
-2.988173,2.759631,-2.334857,-0.678321,-0.661014,0.007622,-0.807912
-2.988738,2.759877,-2.334701,-0.678278,-0.660627,0.008417,-0.808376
-2.989652,2.76011,-2.334443,-0.678018,-0.659946,0.009489,-0.80948
-2.990024,2.760242,-2.33433,-0.677972,-0.659679,0.010012,-0.809852
-2.991037,2.760914,-2.333995,-0.678288,-0.659054,0.011988,-0.810176
-2.991476,2.761294,-2.333842,-0.678546,-0.658812,0.012991,-0.810118
-2.992551,2.762297,-2.333445,-0.679344,-0.658256,0.01573,-0.809792
-2.992927,2.762665,-2.333292,-0.679688,-0.658066,0.016835,-0.809686
-2.993736,2.763497,-2.332937,-0.680658,-0.657695,0.019694,-0.809465
-2.994154,2.763973,-2.332726,-0.6813,-0.657519,0.021466,-0.809323
-2.994618,2.764592,-2.332422,-0.682168,-0.657297,0.023775,-0.809141
-2.994935,2.765003,-2.332186,-0.682695,-0.657136,0.025399,-0.808998
-2.995293,2.765691,-2.331757,-0.683642,-0.656882,0.028048,-0.808786
-2.995429,2.765953,-2.331587,-0.684016,-0.656791,0.029098,-0.808699
-2.995795,2.766571,-2.331193,-0.684996,-0.656589,0.031745,-0.808512
-2.995946,2.766796,-2.33105,-0.685396,-0.656519,0.032803,-0.808456
-2.996307,2.767358,-2.330678,-0.686408,-0.656354,0.035456,-0.808253
-2.99644,2.767613,-2.330511,-0.686807,-0.656286,0.03652,-0.808099
-2.996703,2.768368,-2.329982,-0.687871,-0.656061,0.039211,-0.807509
-2.996829,2.768859,-2.329643,-0.688529,-0.655927,0.040836,-0.807074
-2.996949,2.769511,-2.329255,-0.689421,-0.655816,0.043011,-0.806514
-2.996968,2.76999,-2.329054,-0.690115,-0.655829,0.044652,-0.806121
-2.996966,2.770741,-2.32882,-0.691237,-0.655954,0.04739,-0.805464
-2.996983,2.771047,-2.328723,-0.691684,-0.655988,0.048486,-0.80523
-2.997234,2.771784,-2.32841,-0.692725,-0.65592,0.051241,-0.80478
-2.997406,2.772068,-2.328266,-0.693122,-0.655847,0.052363,-0.804651
-2.997872,2.772773,-2.327893,-0.694045,-0.655619,0.055074,-0.804363
-2.998056,2.773029,-2.327751,-0.69434,-0.65553,0.056063,-0.804225
-2.998407,2.773802,-2.327343,-0.69504,-0.655261,0.058321,-0.803779
-2.998586,2.774261,-2.327101,-0.695404,-0.655097,0.05955,-0.803514
-2.998744,2.774742,-2.326865,-0.695858,-0.654966,0.061053,-0.803318
-2.998755,2.774955,-2.326811,-0.696189,-0.654999,0.062061,-0.803347
-2.998646,2.775128,-2.326855,-0.696694,-0.65519,0.063536,-0.803615
-2.998648,2.775145,-2.326856,-0.696832,-0.655236,0.064079,-0.803753
-2.998809,2.775252,-2.326637,-0.697149,-0.655091,0.06542,-0.804158
-2.998939,2.775276,-2.326487,-0.697234,-0.654953,0.065934,-0.804371
-2.999309,2.775342,-2.326045,-0.697399,-0.654528,0.067117,-0.804851
-2.99944,2.775394,-2.325865,-0.697466,-0.654363,0.067535,-0.804956
-2.999747,2.775623,-2.325378,-0.697618,-0.653937,0.068419,-0.804906
-2.999918,2.775789,-2.325067,-0.697704,-0.65367,0.068864,-0.804777
-3.000115,2.775949,-2.324687,-0.697819,-0.653354,0.069409,-0.804665
-3.000219,2.775987,-2.32445,-0.697923,-0.653177,0.069799,-0.804667
-3.000343,2.775967,-2.324101,-0.698102,-0.65294,0.070377,-0.804735
-3.000405,2.77595,-2.323959,-0.69815,-0.652833,0.070577,-0.804775
-3.000636,2.775957,-2.323547,-0.698162,-0.652456,0.070983,-0.804918
-3.000752,2.775967,-2.323368,-0.698133,-0.652274,0.071118,-0.804997
-3.001073,2.775995,-2.3229,-0.697986,-0.65177,0.071325,-0.805198
-3.001207,2.776006,-2.322706,-0.697898,-0.651554,0.071334,-0.805262
-3.001519,2.776039,-2.322175,-0.697539,-0.650949,0.071024,-0.805364
-3.001723,2.776059,-2.321848,-0.697283,-0.650561,0.070742,-0.80541
-3.002095,2.776067,-2.32146,-0.697003,-0.650075,0.070539,-0.80548
-3.00244,2.77607,-2.321227,-0.696932,-0.649745,0.070596,-0.805563
-3.00316,2.77604,-2.32091,-0.696893,-0.649241,0.070915,-0.805718
-3.003468,2.776048,-2.320782,-0.696884,-0.649035,0.071087,-0.805757
-3.00417,2.776184,-2.320344,-0.696819,-0.648435,0.071479,-0.805755
-3.004443,2.776277,-2.320132,-0.696782,-0.648167,0.071639,-0.805716
-3.005147,2.776557,-2.319621,-0.696725,-0.647508,0.072153,-0.805592
-3.005437,2.776674,-2.319452,-0.69673,-0.647273,0.072424,-0.805553
-3.006307,2.776974,-2.319218,-0.696931,-0.646823,0.073546,-0.805514
-3.006822,2.777152,-2.319077,-0.697053,-0.646554,0.074217,-0.805499
-3.007441,2.777335,-2.318874,-0.697209,-0.646211,0.075078,-0.805544
-3.00782,2.77739,-2.318699,-0.697306,-0.645966,0.075653,-0.805672
-3.008357,2.777388,-2.318384,-0.697442,-0.645581,0.076548,-0.805977
-3.008569,2.777408,-2.318265,-0.697517,-0.645436,0.076951,-0.806085
-3.009164,2.777621,-2.318029,-0.697803,-0.645113,0.078221,-0.806189
-3.009415,2.777753,-2.317956,-0.697952,-0.645005,0.078806,-0.806184
-3.010061,2.778145,-2.317774,-0.698361,-0.644725,0.080412,-0.806117
-3.010324,2.778298,-2.317676,-0.698528,-0.644596,0.081075,-0.806101
-3.01102,2.778677,-2.317349,-0.698932,-0.644211,0.082818,-0.806059
-3.011423,2.778917,-2.317115,-0.699199,-0.643951,0.083911,-0.806045
-3.01197,2.779212,-2.316847,-0.699564,-0.643646,0.085373,-0.80604
-3.012369,2.779414,-2.316696,-0.699866,-0.643459,0.086451,-0.806064
-3.013069,2.779674,-2.316492,-0.700304,-0.643183,0.088244,-0.806131
-3.01333,2.779782,-2.316406,-0.700512,-0.643081,0.088983,-0.806144
-3.013928,2.780062,-2.316095,-0.701118,-0.64281,0.090929,-0.806062
-3.014148,2.780173,-2.315926,-0.701395,-0.642689,0.091744,-0.805983
-3.014667,2.780455,-2.315582,-0.702127,-0.642463,0.093823,-0.805798
-3.014884,2.780551,-2.315546,-0.702375,-0.642439,0.094643,-0.805768
-3.015388,2.780842,-2.315813,-0.703065,-0.642629,0.096791,-0.805877
-3.015674,2.781018,-2.316083,-0.703471,-0.642822,0.098072,-0.805992
-3.016013,2.781234,-2.316324,-0.703955,-0.642996,0.099593,-0.806089
-3.016212,2.781375,-2.316341,-0.704237,-0.643011,0.100489,-0.806087
-3.016476,2.781584,-2.316219,-0.704617,-0.642933,0.101705,-0.806013
-3.016611,2.781643,-2.316158,-0.704752,-0.642893,0.102204,-0.805967
-3.017019,2.781813,-2.316012,-0.705313,-0.642813,0.103793,-0.805846
-3.01722,2.781866,-2.315946,-0.705595,-0.642782,0.104539,-0.805789
-3.017732,2.782027,-2.315779,-0.706278,-0.64269,0.106367,-0.805618
-3.017916,2.782125,-2.315721,-0.706489,-0.642645,0.106984,-0.805537
-3.018351,2.782508,-2.315585,-0.706823,-0.642485,0.108222,-0.805208
-3.018583,2.78278,-2.315514,-0.706959,-0.642379,0.10883,-0.805004
-3.018844,2.78304,-2.315468,-0.707094,-0.642277,0.109525,-0.804892
-3.018997,2.783103,-2.315497,-0.707147,-0.642249,0.109942,-0.805026
-3.019187,2.783067,-2.315619,-0.707155,-0.642258,0.110456,-0.805487
-3.019239,2.783038,-2.315656,-0.707156,-0.642267,0.110636,-0.80565
-3.019345,2.783075,-2.315686,-0.707308,-0.642292,0.111204,-0.80576
-3.019364,2.783106,-2.315671,-0.707403,-0.642306,0.111448,-0.805724
-3.019372,2.783191,-2.315614,-0.707657,-0.642345,0.112007,-0.80555
-3.019365,2.783223,-2.315594,-0.707743,-0.642361,0.112181,-0.805477
-3.019319,2.783319,-2.315523,-0.70792,-0.642388,0.112482,-0.805225
-3.019271,2.783373,-2.315481,-0.708013,-0.642408,0.112595,-0.80506
-3.019189,2.783389,-2.315468,-0.708108,-0.642462,0.112684,-0.804939
-3.019122,2.783339,-2.315513,-0.708152,-0.642536,0.112713,-0.804975
-3.018987,2.783177,-2.31565,-0.708185,-0.642699,0.112673,-0.805176
-3.018925,2.783108,-2.315715,-0.708204,-0.642774,0.112634,-0.805254
-3.018658,2.782884,-2.315824,-0.708245,-0.64297,0.112372,-0.805401
-3.018518,2.782777,-2.315869,-0.70822,-0.64306,0.112183,-0.805429
-3.018172,2.782519,-2.315951,-0.708215,-0.64326,0.111695,-0.805497
-3.018068,2.782434,-2.315957,-0.708191,-0.643301,0.111478,-0.805509
-3.017911,2.782291,-2.315872,-0.708074,-0.643274,0.110873,-0.805436
-3.017854,2.782224,-2.315787,-0.707972,-0.643208,0.110468,-0.805379
-3.017782,2.782099,-2.315696,-0.707793,-0.643121,0.1099,-0.805416
-3.017735,2.781964,-2.315658,-0.707615,-0.643059,0.109462,-0.805585
-3.017674,2.781694,-2.315621,-0.707253,-0.642945,0.10869,-0.806026
-3.01764,2.781574,-2.315616,-0.707099,-0.642909,0.108361,-0.806211
-3.01746,2.781263,-2.315646,-0.706748,-0.642894,0.107459,-0.80662
-3.017355,2.781124,-2.315681,-0.706609,-0.642918,0.107059,-0.806784
-3.017085,2.780794,-2.315747,-0.706275,-0.642969,0.106069,-0.807147
-3.016999,2.780687,-2.315736,-0.706153,-0.642959,0.105713,-0.807252
-3.016793,2.780558,-2.315526,-0.705973,-0.642804,0.104949,-0.807352
-3.01677,2.78041,-2.315384,-0.705719,-0.642679,0.104483,-0.807357
-3.016698,2.78031,-2.315291,-0.705531,-0.642585,0.103991,-0.80743
-3.016653,2.780238,-2.31538,-0.705403,-0.642623,0.103689,-0.807567
-3.016608,2.780137,-2.315692,-0.70521,-0.642792,0.103298,-0.807873
-3.016596,2.780151,-2.315808,-0.70521,-0.642845,0.103212,-0.808005
-3.016784,2.780032,-2.315906,-0.704935,-0.642783,0.103023,-0.808349
-3.01691,2.780014,-2.315906,-0.704858,-0.642709,0.103028,-0.808502
-3.017219,2.779972,-2.315816,-0.704657,-0.642461,0.103041,-0.808862
-3.017315,2.779939,-2.315754,-0.704551,-0.64236,0.103002,-0.808979
-3.017289,2.779904,-2.315395,-0.704294,-0.642028,0.102613,-0.809129
-3.01723,2.779869,-2.315135,-0.704123,-0.641815,0.102333,-0.809189
-3.017159,2.77978,-2.314863,-0.703951,-0.641599,0.102062,-0.809333
-3.017125,2.779638,-2.314769,-0.703876,-0.641528,0.101972,-0.809567
-3.017067,2.779328,-2.314715,-0.70382,-0.641506,0.101948,-0.810065
-3.017038,2.779245,-2.314686,-0.703831,-0.641498,0.101983,-0.810211
-3.017042,2.779272,-2.314525,-0.703912,-0.641416,0.102248,-0.810145
-3.017053,2.779381,-2.314431,-0.703989,-0.641367,0.102428,-0.809964
-3.017076,2.779668,-2.314183,-0.704193,-0.641241,0.102915,-0.809499
-3.01707,2.779717,-2.314095,-0.704248,-0.641198,0.103075,-0.80943
-3.017,2.779612,-2.313927,-0.704278,-0.641119,0.103333,-0.809679
-3.01694,2.779488,-2.313833,-0.704275,-0.641078,0.103465,-0.809941
-3.016871,2.779374,-2.313666,-0.704322,-0.641006,0.10371,-0.810161
-3.016847,2.779366,-2.313466,-0.704418,-0.640908,0.103988,-0.810153
-3.016826,2.779419,-2.313062,-0.704644,-0.640708,0.104551,-0.809977
-3.016801,2.779444,-2.312935,-0.70475,-0.640666,0.10478,-0.809879
-3.016612,2.779505,-2.312844,-0.705076,-0.640781,0.105291,-0.8096
-3.016491,2.779536,-2.312887,-0.705238,-0.640909,0.105487,-0.80945
-3.016176,2.779601,-2.313046,-0.705631,-0.641266,0.105946,-0.809113
-3.016079,2.779612,-2.313086,-0.705749,-0.641368,0.10611,-0.809043
-3.01593,2.779587,-2.313109,-0.705931,-0.641502,0.106497,-0.809072
-3.015868,2.779556,-2.313111,-0.705997,-0.641547,0.106698,-0.809166
-3.015788,2.779511,-2.313139,-0.706055,-0.641615,0.106887,-0.809296
-3.015719,2.779475,-2.313206,-0.706075,-0.641694,0.106942,-0.809389
-3.015611,2.779406,-2.313358,-0.706061,-0.641835,0.106916,-0.809567
-3.015579,2.779406,-2.313414,-0.706051,-0.641881,0.106903,-0.809603
-3.015552,2.779419,-2.313412,-0.706021,-0.641878,0.10692,-0.809654
-3.015564,2.779443,-2.313367,-0.706004,-0.641839,0.106944,-0.809637
-3.01558,2.779491,-2.313243,-0.705958,-0.64173,0.10698,-0.809635
-3.015563,2.779496,-2.313232,-0.705943,-0.641717,0.106965,-0.809677
-3.015477,2.779421,-2.313351,-0.705811,-0.641787,0.106792,-0.809945
-3.015373,2.779401,-2.313453,-0.705805,-0.641861,0.106684,-0.810159
-3.015337,2.779296,-2.313564,-0.705641,-0.64193,0.10651,-0.810315
-3.015278,2.779321,-2.313557,-0.705617,-0.641939,0.106412,-0.810257
-3.015172,2.779419,-2.313469,-0.705615,-0.641916,0.106249,-0.809987
-3.015148,2.779438,-2.313449,-0.705608,-0.641912,0.106184,-0.809902
-3.014985,2.779277,-2.313366,-0.705484,-0.641881,0.105774,-0.81004
-3.014919,2.779146,-2.313342,-0.705405,-0.641869,0.105566,-0.810202
-3.014754,2.778805,-2.313304,-0.705199,-0.641853,0.105007,-0.81062
-3.014696,2.778715,-2.313306,-0.705133,-0.641859,0.104797,-0.810708
-3.01454,2.778653,-2.313382,-0.705048,-0.64195,0.104309,-0.810608
-3.014459,2.77866,-2.313449,-0.705009,-0.642016,0.104024,-0.810479
-3.014427,2.778621,-2.313509,-0.704896,-0.642036,0.103648,-0.810468
-3.014503,2.778514,-2.313518,-0.704726,-0.641961,0.103379,-0.810703
